id,index,ret_subj,ploss_subj,avgloss_subj,exploss_subj,glscore_calc,experience_stockmarket_subj,experience_swiss_stockmarket_subj,knowledge_stockmarket_subj,knowledge_swiss_stockmarket_subj,num_investments_subj,mroi_obj,var_obj,avgloss_obj,ploss_obj,maxloss_obj,evloss_x_ploss_obj,quest,perceived
170,RichemontN,5,45,30,20,9,2,3,3,3,2,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,5
172,RichemontN,6,15,5,35,9,4,1,4,2,15,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,4
173,RichemontN,3,70,6,55,10,3,3,3,3,500,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,5
179,RichemontN,7,20,24,10,8,2,1,2,1,0,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,6
181,RichemontN,6,50,25,30,10,3,1,3,1,4,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,6
182,RichemontN,3,30,10,20,10,1,1,2,1,0,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,5
183,RichemontN,5,12,0,0,13,3,1,4,1,0,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,6
184,RichemontN,6,20,15,25,11,3,2,4,2,5,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,6
185,RichemontN,5,80,30,30,11,2,1,2,1,0,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,5
186,RichemontN,3,40,20,30,11,3,2,4,2,10,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,4
188,RichemontN,5,30,20,10,12,1,1,2,1,3,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,7
189,RichemontN,7,80,30,30,7,1,1,1,1,0,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,5
190,RichemontN,6,29,20,22,9,3,1,4,1,2,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,3
191,RichemontN,4,10,15,10,12,1,1,1,1,0,0.170301769285714,0.105519891535021,0.19551793,0.285714285714286,0.089219331,0.0558622657142857,Variability,6
60,RocheHldgDR,6,30,10,20,11,1,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
64,RocheHldgDR,6,10,5,3,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
65,RocheHldgDR,5,20,15,10,10,3,1,3,1,3,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
66,RocheHldgDR,3,0,0,0,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
67,RocheHldgDR,5,23,10,11,12,1,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
68,RocheHldgDR,5,15,10,15,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
70,RocheHldgDR,5,30,16,22,8,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
71,RocheHldgDR,5,10,11,12,10,4,1,4,1,1,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
72,RocheHldgDR,5,10,15,10,11,1,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
74,RocheHldgDR,4,25,13,10,11,5,1,4,1,100,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
75,RocheHldgDR,5,2,10,5,12,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
76,RocheHldgDR,5,23,15,10,9,1,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
78,RocheHldgDR,5,20,0,0,9,3,1,3,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
80,RocheHldgDR,5,40,30,50,10,3,3,4,4,15,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
81,RocheHldgDR,4,20,20,25,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
82,RocheHldgDR,2,10,30,25,11,3,1,3,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,6
83,RocheHldgDR,5,25,12,10,11,5,3,4,3,5,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
84,RocheHldgDR,5,20,12,5,13,4,1,3,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
86,RocheHldgDR,5,0,5,5,10,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
87,RocheHldgDR,2,20,20,10,13,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,2
89,RocheHldgDR,4,15,15,15,10,3,1,3,1,5,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
90,RocheHldgDR,3,40,50,60,10,2,1,4,3,20,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
91,RocheHldgDR,5,25,20,20,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
92,RocheHldgDR,5,65,45,55,7,2,1,2,1,1,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
93,RocheHldgDR,6,28,10,5,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,6
95,RocheHldgDR,5,25,14,20,9,3,1,3,1,3,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
96,RocheHldgDR,5,10,15,20,11,4,2,4,2,20,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
97,RocheHldgDR,6,25,11,8,10,1,1,3,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
98,RocheHldgDR,3,40,19,60,3,3,1,3,1,2,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
99,RocheHldgDR,5,20,18,15,9,2,1,3,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
100,RocheHldgDR,5,25,12,15,12,5,2,5,2,20,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
101,RocheHldgDR,4,62,29,30,10,2,2,2,2,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
103,RocheHldgDR,3,20,20,25,12,2,1,3,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
104,RocheHldgDR,4,5,5,4,6,1,1,2,1,1,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
105,RocheHldgDR,4,20,30,25,8,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
106,RocheHldgDR,5,25,12,16,12,4,3,4,3,15,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
107,RocheHldgDR,5,13,9,0,11,1,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
108,RocheHldgDR,6,20,25,25,11,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
109,RocheHldgDR,5,30,20,20,10,4,4,5,4,3,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,6
110,RocheHldgDR,3,50,20,0,10,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
111,RocheHldgDR,4,1,15,5,11,1,1,2,1,5,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
112,RocheHldgDR,5,15,20,5,12,1,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
113,RocheHldgDR,2,40,2,2,11,4,3,3,3,100,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
114,RocheHldgDR,5,35,13,3,11,2,1,2,1,4,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
116,RocheHldgDR,6,20,10,20,12,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
119,RocheHldgDR,6,9,9,8,12,3,1,3,1,1,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
120,RocheHldgDR,5,25,18,10,11,3,1,3,1,5,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
123,RocheHldgDR,3,2,2,8,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
127,RocheHldgDR,5,20,12,0,12,3,1,4,1,36,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
129,RocheHldgDR,5,10,0,5,7,3,2,3,1,2,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
130,RocheHldgDR,5,25,15,15,12,1,1,3,2,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
131,RocheHldgDR,4,10,5,5,6,2,1,3,1,1,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
133,RocheHldgDR,5,4,4,0,8,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
134,RocheHldgDR,5,20,10,5,11,3,1,3,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
135,RocheHldgDR,5,20,10,27,9,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,6
136,RocheHldgDR,4,60,23,25,11,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
138,RocheHldgDR,3,30,0,3,12,4,1,4,1,5,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
139,RocheHldgDR,4,20,17,25,10,4,2,4,2,50,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
140,RocheHldgDR,5,20,12,12,8,1,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
141,RocheHldgDR,4,60,15,10,10,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,2
143,RocheHldgDR,6,25,5,8,10,4,1,4,3,10,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,2
144,RocheHldgDR,5,0,10,0,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
145,RocheHldgDR,5,20,10,10,10,1,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
146,RocheHldgDR,5,25,12,1,11,4,4,5,4,20,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
148,RocheHldgDR,5,12,15,13,10,4,2,4,2,4,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
149,RocheHldgDR,5,20,15,30,12,3,1,3,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
150,RocheHldgDR,5,20,20,25,10,4,2,4,2,30,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
151,RocheHldgDR,5,5,0,0,12,2,1,2,1,2,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
152,RocheHldgDR,4,10,1,8,10,2,1,2,1,1,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
153,RocheHldgDR,5,35,30,0,12,3,1,3,2,30,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,2
154,RocheHldgDR,5,15,15,10,11,3,1,3,1,4,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
156,RocheHldgDR,5,25,13,0,11,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
157,RocheHldgDR,4,13,26,20,12,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
158,RocheHldgDR,3,60,25,30,12,2,1,2,1,1,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
160,RocheHldgDR,5,25,15,5,9,3,1,3,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
162,RocheHldgDR,4,10,30,0,9,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
163,RocheHldgDR,6,5,20,5,10,3,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
164,RocheHldgDR,5,20,10,10,10,1,1,3,1,1,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
166,RocheHldgDR,4,15,10,3,10,1,1,3,2,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,6
167,RocheHldgDR,4,27,15,8,13,2,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
168,RocheHldgDR,5,30,10,15,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
169,RocheHldgDR,5,20,20,20,10,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
170,RocheHldgDR,6,50,30,40,9,2,3,3,3,2,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,6
172,RocheHldgDR,5,10,10,20,9,4,1,4,2,15,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,3
173,RocheHldgDR,4,86,20,22,10,3,3,3,3,500,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,6
179,RocheHldgDR,4,28,11,5,8,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
181,RocheHldgDR,5,30,5,25,10,3,1,3,1,4,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
182,RocheHldgDR,3,40,20,25,10,1,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
183,RocheHldgDR,5,15,0,0,13,3,1,4,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
184,RocheHldgDR,5,35,10,15,11,3,2,4,2,5,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
185,RocheHldgDR,5,50,15,20,11,2,1,2,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
186,RocheHldgDR,4,40,1,20,11,3,2,4,2,10,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
188,RocheHldgDR,5,40,45,23,12,1,1,2,1,3,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,6
189,RocheHldgDR,7,78,30,30,7,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,4
190,RocheHldgDR,4,5,5,15,9,3,1,4,1,2,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,2
191,RocheHldgDR,5,5,12,0,12,1,1,1,1,0,0.0817338831428571,0.0412265385118678,0.16073120225,0.285714285714286,0.118397086,0.0459232006428571,Variability,5
60,SGSReg,6,70,4,5,11,1,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
64,SGSReg,5,2,5,3,10,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
65,SGSReg,6,10,5,5,10,3,1,3,1,3,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,6
66,SGSReg,3,0,0,0,10,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
67,SGSReg,6,13,6,7,12,1,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
68,SGSReg,5,15,15,20,10,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
70,SGSReg,6,25,4,19,8,2,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
71,SGSReg,6,6,5,7,10,4,1,4,1,1,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
72,SGSReg,5,20,5,5,11,1,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
74,SGSReg,6,45,5,5,11,5,1,4,1,100,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
75,SGSReg,5,1,4,1,12,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
76,SGSReg,6,15,7,5,9,1,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
78,SGSReg,6,5,0,0,9,3,1,3,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
80,SGSReg,4,60,67,45,10,3,3,4,4,15,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,6
81,SGSReg,3,20,20,25,10,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
82,SGSReg,2,5,10,10,11,3,1,3,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
83,SGSReg,6,20,10,10,11,5,3,4,3,5,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
84,SGSReg,5,8,3,7,13,4,1,3,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
86,SGSReg,4,0,2,5,10,2,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
87,SGSReg,5,5,10,0,13,2,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,2
89,SGSReg,1,15,10,5,10,3,1,3,1,5,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
90,SGSReg,5,50,20,30,10,2,1,4,3,20,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
91,SGSReg,5,15,5,15,10,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,2
92,SGSReg,3,65,55,65,7,2,1,2,1,1,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
93,SGSReg,7,10,2,1,10,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
95,SGSReg,6,42,6,9,9,3,1,3,1,3,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
96,SGSReg,5,15,5,5,11,4,2,4,2,20,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
97,SGSReg,5,10,5,10,10,1,1,3,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
98,SGSReg,2,55,25,40,3,3,1,3,1,2,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
99,SGSReg,7,5,7,5,9,2,1,3,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
100,SGSReg,6,45,8,5,12,5,2,5,2,20,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
101,SGSReg,3,60,17,30,10,2,2,2,2,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
103,SGSReg,4,80,10,25,12,2,1,3,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
104,SGSReg,4,5,5,4,6,1,1,2,1,1,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
105,SGSReg,4,20,10,20,8,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
106,SGSReg,6,40,4,6,12,4,3,4,3,15,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
107,SGSReg,6,3,3,0,11,1,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
108,SGSReg,6,20,40,20,11,2,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
109,SGSReg,7,50,50,30,10,4,4,5,4,3,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,6
110,SGSReg,1,80,5,0,10,2,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
111,SGSReg,3,12,25,10,11,1,1,2,1,5,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
112,SGSReg,6,15,10,10,12,1,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
113,SGSReg,1,60,40,9,11,4,3,3,3,100,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,7
114,SGSReg,4,70,4,0,11,2,1,2,1,4,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
116,SGSReg,5,20,10,5,12,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
119,SGSReg,5,20,4,0,12,3,1,3,1,1,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
120,SGSReg,5,28,8,5,11,3,1,3,1,5,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
123,SGSReg,3,4,10,80,10,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,3
127,SGSReg,6,10,3,5,12,3,1,4,1,36,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
129,SGSReg,4,1,0,0,7,3,2,3,1,2,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
130,SGSReg,5,20,15,10,12,1,1,3,2,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,4
131,SGSReg,4,5,5,5,6,2,1,3,1,1,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
133,SGSReg,6,4,1,0,8,2,1,2,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
134,SGSReg,6,10,2,2,11,3,1,3,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
135,SGSReg,5,35,7,10,9,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,6
136,SGSReg,3,60,35,35,11,1,1,1,1,0,0.181639953714286,0.0744870910646577,0.0530563074,0.357142857142857,0.011230469,0.0189486812142857,Variability,5
