id,index,ret_subj,ploss_subj,avgloss_subj,exploss_subj,glscore_calc,experience_stockmarket_subj,experience_swiss_stockmarket_subj,knowledge_stockmarket_subj,knowledge_swiss_stockmarket_subj,num_investments_subj,mroi_obj,var_obj,avgloss_obj,ploss_obj,maxloss_obj,evloss_x_ploss_obj,quest,perceived
83,GivaudanN,5,25,10,10,11,5,3,4,3,5,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
84,GivaudanN,5,10,10,5,13,4,1,3,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
86,GivaudanN,5,0,5,5,10,2,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
87,GivaudanN,3,10,20,10,13,2,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
89,GivaudanN,4,10,20,8,10,3,1,3,1,5,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
90,GivaudanN,6,20,50,20,10,2,1,4,3,20,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
91,GivaudanN,5,20,15,25,10,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
92,GivaudanN,6,30,40,30,7,2,1,2,1,1,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
93,GivaudanN,5,15,20,3,10,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
95,GivaudanN,6,25,10,12,9,3,1,3,1,3,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
96,GivaudanN,5,15,10,10,11,4,2,4,2,20,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
97,GivaudanN,6,43,8,10,10,1,1,3,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
98,GivaudanN,2,30,45,65,3,3,1,3,1,2,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,6
99,GivaudanN,5,25,15,10,9,2,1,3,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
100,GivaudanN,5,40,10,20,12,5,2,5,2,20,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
101,GivaudanN,5,33,25,34,10,2,2,2,2,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
103,GivaudanN,5,20,15,2,12,2,1,3,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,5
104,GivaudanN,4,5,7,5,6,1,1,2,1,1,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
105,GivaudanN,5,18,20,25,8,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
106,GivaudanN,5,24,7,7,12,4,3,4,3,15,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
107,GivaudanN,5,15,8,3,11,1,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
108,GivaudanN,6,25,30,25,11,2,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
109,GivaudanN,6,25,50,30,10,4,4,5,4,3,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,7
110,GivaudanN,4,0,10,0,10,2,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
111,GivaudanN,5,0,1,0,11,1,1,2,1,5,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
112,GivaudanN,6,20,20,15,12,1,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
113,GivaudanN,5,10,5,0,11,4,3,3,3,100,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
114,GivaudanN,5,35,8,5,11,2,1,2,1,4,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
116,GivaudanN,5,10,10,15,12,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
119,GivaudanN,6,25,12,10,12,3,1,3,1,1,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,1
120,GivaudanN,6,25,15,9,11,3,1,3,1,5,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
123,GivaudanN,4,2,6,10,10,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
127,GivaudanN,5,15,15,2,12,3,1,4,1,36,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
129,GivaudanN,5,0,5,0,7,3,2,3,1,2,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
130,GivaudanN,5,25,17,20,12,1,1,3,2,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,5
131,GivaudanN,5,5,5,5,6,2,1,3,1,1,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
133,GivaudanN,5,3,3,2,8,2,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,1
134,GivaudanN,5,20,20,4,11,3,1,3,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
135,GivaudanN,5,25,25,25,9,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
136,GivaudanN,5,40,30,34,11,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
138,GivaudanN,4,25,0,1,12,4,1,4,1,5,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
139,GivaudanN,5,20,15,15,10,4,2,4,2,50,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
140,GivaudanN,5,15,15,18,8,1,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
141,GivaudanN,5,40,10,10,10,2,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,5
143,GivaudanN,5,20,7,6,10,4,1,4,3,10,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
144,GivaudanN,5,0,7,0,10,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
145,GivaudanN,5,30,20,29,10,1,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
146,GivaudanN,5,25,9,3,11,4,4,5,4,20,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
148,GivaudanN,6,15,20,35,10,4,2,4,2,4,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
149,GivaudanN,5,20,12,20,12,3,1,3,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
150,GivaudanN,5,35,20,7,10,4,2,4,2,30,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
151,GivaudanN,5,1,18,0,12,2,1,2,1,2,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
152,GivaudanN,5,7,18,14,10,2,1,2,1,1,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
153,GivaudanN,5,25,15,0,12,3,1,3,2,30,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,5
154,GivaudanN,4,10,15,5,11,3,1,3,1,4,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
156,GivaudanN,6,30,13,0,11,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,5
157,GivaudanN,5,15,15,36,12,2,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
158,GivaudanN,4,40,30,35,12,2,1,2,1,1,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
160,GivaudanN,5,27,8,5,9,3,1,3,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
162,GivaudanN,5,5,20,0,9,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
163,GivaudanN,5,20,15,10,10,3,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,5
164,GivaudanN,4,25,20,20,10,1,1,3,1,1,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
166,GivaudanN,4,20,0,0,10,1,1,3,2,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
167,GivaudanN,5,29,9,12,13,2,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
168,GivaudanN,4,30,5,10,10,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
169,GivaudanN,6,20,30,20,10,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
170,GivaudanN,6,60,60,60,9,2,3,3,3,2,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,7
172,GivaudanN,6,20,10,15,9,4,1,4,2,15,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
173,GivaudanN,4,30,20,20,10,3,3,3,3,500,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
179,GivaudanN,6,27,12,6,8,2,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
181,GivaudanN,4,30,20,20,10,3,1,3,1,4,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,6
182,GivaudanN,4,20,15,0,10,1,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
183,GivaudanN,5,20,0,0,13,3,1,4,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,3
184,GivaudanN,5,20,10,10,11,3,2,4,2,5,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
185,GivaudanN,5,40,40,15,11,2,1,2,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
186,GivaudanN,5,40,10,15,11,3,2,4,2,10,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,2
188,GivaudanN,5,30,7,6,12,1,1,2,1,3,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,6
189,GivaudanN,5,26,40,10,7,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,7
190,GivaudanN,5,17,10,20,9,3,1,4,1,2,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,4
191,GivaudanN,4,10,10,0,12,1,1,1,1,0,0.112237113214286,0.032307774249119,0.09597708925,0.285714285714286,0.006662965,0.0274220255,Risk,5
60,LafargeHolcimN,5,60,20,35,11,1,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
64,LafargeHolcimN,3,20,20,5,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
65,LafargeHolcimN,3,10,30,25,10,3,1,3,1,3,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
66,LafargeHolcimN,1,20,10,60,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
67,LafargeHolcimN,4,30,25,30,12,1,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
68,LafargeHolcimN,5,30,30,40,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
70,LafargeHolcimN,5,40,26,30,8,2,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
71,LafargeHolcimN,5,26,28,23,10,4,1,4,1,1,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
72,LafargeHolcimN,2,35,25,30,11,1,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
74,LafargeHolcimN,2,40,30,30,11,5,1,4,1,100,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
75,LafargeHolcimN,5,6,30,9,12,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
76,LafargeHolcimN,4,30,25,25,9,1,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
78,LafargeHolcimN,4,75,15,15,9,3,1,3,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
80,LafargeHolcimN,3,40,70,40,10,3,3,4,4,15,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
81,LafargeHolcimN,3,35,25,25,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
82,LafargeHolcimN,3,10,20,20,11,3,1,3,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,2
83,LafargeHolcimN,4,35,25,25,11,5,3,4,3,5,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
84,LafargeHolcimN,5,27,30,30,13,4,1,3,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
86,LafargeHolcimN,5,10,15,15,10,2,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
87,LafargeHolcimN,5,30,40,10,13,2,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
89,LafargeHolcimN,3,27,30,20,10,3,1,3,1,5,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
90,LafargeHolcimN,5,20,30,30,10,2,1,4,3,20,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
91,LafargeHolcimN,4,30,30,30,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
92,LafargeHolcimN,6,80,55,60,7,2,1,2,1,1,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
93,LafargeHolcimN,5,30,10,5,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
95,LafargeHolcimN,3,45,25,25,9,3,1,3,1,3,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
96,LafargeHolcimN,4,25,20,25,11,4,2,4,2,20,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
97,LafargeHolcimN,4,40,18,25,10,1,1,3,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
98,LafargeHolcimN,4,20,35,45,3,3,1,3,1,2,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
99,LafargeHolcimN,6,18,22,20,9,2,1,3,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
100,LafargeHolcimN,6,30,30,30,12,5,2,5,2,20,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
101,LafargeHolcimN,3,57,32,34,10,2,2,2,2,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
103,LafargeHolcimN,3,35,38,35,12,2,1,3,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
104,LafargeHolcimN,4,7,36,12,6,1,1,2,1,1,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
105,LafargeHolcimN,5,20,40,40,8,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
106,LafargeHolcimN,5,40,24,24,12,4,3,4,3,15,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
107,LafargeHolcimN,2,28,22,9,11,1,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
108,LafargeHolcimN,4,40,35,0,11,2,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
109,LafargeHolcimN,6,30,30,20,10,4,4,5,4,3,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
110,LafargeHolcimN,2,100,50,10,10,2,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
111,LafargeHolcimN,4,5,15,12,11,1,1,2,1,5,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,3
112,LafargeHolcimN,5,20,30,10,12,1,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
113,LafargeHolcimN,2,60,40,20,11,4,3,3,3,100,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
114,LafargeHolcimN,3,40,27,30,11,2,1,2,1,4,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
116,LafargeHolcimN,6,30,25,30,12,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
119,LafargeHolcimN,6,33,20,15,12,3,1,3,1,1,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
120,LafargeHolcimN,4,45,30,25,11,3,1,3,1,5,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
123,LafargeHolcimN,2,3,15,20,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
127,LafargeHolcimN,4,35,25,5,12,3,1,4,1,36,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
129,LafargeHolcimN,4,20,15,20,7,3,2,3,1,2,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
130,LafargeHolcimN,4,45,28,30,12,1,1,3,2,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
131,LafargeHolcimN,5,15,25,25,6,2,1,3,1,1,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,3
133,LafargeHolcimN,4,10,8,10,8,2,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,3
134,LafargeHolcimN,5,20,10,15,11,3,1,3,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
135,LafargeHolcimN,5,40,30,30,9,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
136,LafargeHolcimN,3,55,45,39,11,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
138,LafargeHolcimN,3,30,5,15,12,4,1,4,1,5,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
139,LafargeHolcimN,5,35,42,30,10,4,2,4,2,50,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
140,LafargeHolcimN,4,38,25,40,8,1,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
141,LafargeHolcimN,4,60,25,20,10,2,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
143,LafargeHolcimN,6,30,12,4,10,4,1,4,3,10,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,3
144,LafargeHolcimN,5,20,30,0,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
145,LafargeHolcimN,5,20,30,40,10,1,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
146,LafargeHolcimN,5,39,20,6,11,4,4,5,4,20,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,3
148,LafargeHolcimN,4,22,20,18,10,4,2,4,2,4,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,3
149,LafargeHolcimN,5,36,25,25,12,3,1,3,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
150,LafargeHolcimN,4,25,30,25,10,4,2,4,2,30,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
151,LafargeHolcimN,6,20,25,0,12,2,1,2,1,2,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
152,LafargeHolcimN,5,10,35,15,10,2,1,2,1,1,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
153,LafargeHolcimN,4,45,40,10,12,3,1,3,2,30,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
154,LafargeHolcimN,4,25,30,20,11,3,1,3,1,4,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
156,LafargeHolcimN,4,40,23,0,11,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
157,LafargeHolcimN,2,40,30,13,12,2,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
158,LafargeHolcimN,3,60,45,35,12,2,1,2,1,1,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
160,LafargeHolcimN,4,40,25,10,9,3,1,3,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
162,LafargeHolcimN,3,20,30,0,9,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
163,LafargeHolcimN,5,15,30,20,10,3,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
164,LafargeHolcimN,3,40,40,40,10,1,1,3,1,1,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
166,LafargeHolcimN,3,30,15,15,10,1,1,3,2,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
167,LafargeHolcimN,5,42,17,25,13,2,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
168,LafargeHolcimN,3,50,20,40,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
169,LafargeHolcimN,2,40,40,60,10,1,1,1,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
170,LafargeHolcimN,4,40,40,55,9,2,3,3,3,2,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
172,LafargeHolcimN,5,25,10,15,9,4,1,4,2,15,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,3
173,LafargeHolcimN,5,50,8,15,10,3,3,3,3,500,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
179,LafargeHolcimN,5,38,27,15,8,2,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,4
181,LafargeHolcimN,6,40,40,45,10,3,1,3,1,4,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
182,LafargeHolcimN,3,75,30,20,10,1,1,2,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,3
183,LafargeHolcimN,5,50,2,5,13,3,1,4,1,0,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,6
184,LafargeHolcimN,4,30,20,30,11,3,2,4,2,5,0.0272562085,0.0767554254747153,0.2399993305,0.428571428571429,0.022081532,0.102856855928571,Risk,5
