Datum;Eršffnung;Schluss;Tageshoch;Tagestief;Umsatz (St.)
14.06.16;2'076.00;2'051.00;2'097.00;2'051.00;32'068
13.06.16;2'133.00;2'097.00;2'133.00;2'096.00;24'217
10.06.16;2'147.00;2'123.00;2'155.00;2'115.00;16'520
09.06.16;2'168.00;2'162.00;2'171.00;2'155.00;13'659
08.06.16;2'170.00;2'175.00;2'177.00;2'164.00;10'408
07.06.16;2'179.00;2'179.00;2'184.00;2'174.00;12'376
06.06.16;2'155.00;2'169.00;2'179.00;2'153.00;12'897
03.06.16;2'155.00;2'148.00;2'174.00;2'142.00;14'890
02.06.16;2'149.00;2'151.00;2'154.00;2'140.00;11'654
01.06.16;2'124.00;2'146.00;2'151.00;2'117.00;20'442
31.05.16;2'140.00;2'121.00;2'144.00;2'121.00;30'847
30.05.16;2'155.00;2'144.00;2'157.00;2'141.00;8'019
27.05.16;2'151.00;2'150.00;2'159.00;2'137.00;16'458
26.05.16;2'126.00;2'152.00;2'157.00;2'103.00;15'574
25.05.16;2'185.00;2'136.00;2'185.00;2'133.00;22'049
24.05.16;2'157.00;2'178.00;2'183.00;2'156.00;18'253
23.05.16;2'155.00;2'166.00;2'169.00;2'143.00;17'589
20.05.16;2'137.00;2'153.00;2'158.00;2'131.00;21'246
19.05.16;2'115.00;2'124.00;2'128.00;2'113.00;14'902
18.05.16;2'098.00;2'127.00;2'127.00;2'098.00;17'562
17.05.16;2'091.00;2'107.00;2'110.00;2'080.00;18'178
13.05.16;2'071.00;2'082.00;2'086.00;2'059.00;17'641
12.05.16;2'091.00;2'089.00;2'102.00;2'077.00;16'385
11.05.16;2'099.00;2'092.00;2'104.00;2'084.00;22'235
10.05.16;2'090.00;2'096.00;2'100.00;2'081.00;20'240
09.05.16;2'098.00;2'087.00;2'100.00;2'082.00;27'333
06.05.16;2'096.00;2'090.00;2'103.00;2'084.00;17'871
04.05.16;2'112.00;2'096.00;2'120.00;2'093.00;18'707
03.05.16;2'138.00;2'119.00;2'138.00;2'108.00;14'630
02.05.16;2'119.00;2'133.00;2'144.00;2'116.00;10'057
29.04.16;2'122.00;2'111.00;2'138.00;2'106.00;18'495
28.04.16;2'151.00;2'141.00;2'157.00;2'131.00;18'614
27.04.16;2'142.00;2'157.00;2'164.00;2'136.00;12'764
26.04.16;2'165.00;2'146.00;2'167.00;2'139.00;15'510
25.04.16;2'143.00;2'154.00;2'158.00;2'140.00;17'319
22.04.16;2'132.00;2'140.00;2'144.00;2'121.00;20'787
21.04.16;2'160.00;2'140.00;2'161.00;2'129.00;22'911
20.04.16;2'145.00;2'161.00;2'161.00;2'139.00;17'890
19.04.16;2'112.00;2'145.00;2'146.00;2'109.00;21'458
18.04.16;2'083.00;2'102.00;2'105.00;2'079.00;12'387
15.04.16;2'095.00;2'098.00;2'106.00;2'079.00;25'164
14.04.16;2'094.00;2'095.00;2'101.00;2'075.00;20'949
13.04.16;2'110.00;2'090.00;2'115.00;2'083.00;30'123
12.04.16;2'091.00;2'091.00;2'098.00;2'072.00;18'319
11.04.16;2'113.00;2'103.00;2'116.00;2'096.00;19'204
08.04.16;2'098.00;2'112.00;2'115.00;2'082.00;25'658
07.04.16;2'092.00;2'092.00;2'100.00;2'085.00;21'937
06.04.16;2'054.00;2'091.00;2'105.00;2'042.00;34'508
05.04.16;2'025.00;2'054.00;2'054.00;2'020.00;31'378
04.04.16;2'033.00;2'037.00;2'053.00;2'023.00;20'072
01.04.16;2'014.00;2'034.00;2'035.00;2'007.00;26'313
31.03.16;2'021.00;2'032.00;2'037.00;2'004.00;19'497
30.03.16;2'019.00;2'029.00;2'033.00;2'016.00;24'403
29.03.16;1'981.00;2'004.00;2'006.00;1'973.00;20'074
24.03.16;1'971.00;1'970.00;1'982.00;1'957.00;15'370
23.03.16;1'990.00;1'976.00;1'991.00;1'963.00;18'449
22.03.16;1'980.00;1'978.00;1'987.00;1'968.00;17'407
21.03.16;2'001.00;1'980.00;2'006.00;1'975.00;16'243
18.03.16;2'000.00;2'001.00;2'006.00;1'968.00;47'891
17.03.16;2'006.00;1'994.00;2'018.00;1'966.00;25'572
16.03.16;1'944.00;2'006.00;2'006.00;1'940.00;43'833
15.03.16;2'027.00;2'007.00;2'030.00;2'006.00;26'648
14.03.16;2'048.00;2'041.00;2'055.00;2'027.00;19'702
11.03.16;2'018.00;2'042.00;2'047.00;2'009.00;15'417
10.03.16;2'021.00;2'006.00;2'054.00;2'004.00;19'722
09.03.16;2'016.00;2'023.00;2'048.00;2'008.00;21'692
08.03.16;2'010.00;2'010.00;2'031.00;2'002.00;16'555
07.03.16;2'020.00;2'028.00;2'035.00;2'015.00;16'836
04.03.16;2'000.00;2'025.00;2'041.00;1'992.00;24'963
03.03.16;2'029.00;2'010.00;2'037.00;2'003.00;23'457
02.03.16;2'046.00;2'020.00;2'060.00;2'008.00;21'701
01.03.16;2'013.00;2'041.00;2'045.00;2'005.00;25'940
29.02.16;2'005.00;2'018.00;2'024.00;1'990.00;25'071
26.02.16;2'020.00;2'016.00;2'032.00;2'009.00;17'729
25.02.16;2'001.00;2'005.00;2'025.00;1'987.00;25'233
24.02.16;1'966.00;1'966.00;1'970.00;1'944.00;26'306
23.02.16;1'995.00;1'972.00;2'005.00;1'969.00;22'280
22.02.16;1'985.00;1'993.00;2'009.00;1'985.00;19'887
19.02.16;1'988.00;1'978.00;2'003.00;1'961.00;41'430
18.02.16;1'980.00;1'988.00;2'003.00;1'973.00;26'431
17.02.16;1'934.00;1'972.00;1'986.00;1'934.00;21'757
16.02.16;1'939.00;1'932.00;1'945.00;1'915.00;23'655
15.02.16;1'895.00;1'922.00;1'938.00;1'890.00;20'262
12.02.16;1'842.00;1'870.00;1'874.00;1'831.00;22'007
11.02.16;1'846.00;1'830.00;1'848.00;1'798.00;34'481
10.02.16;1'906.00;1'872.00;1'935.00;1'866.00;31'708
09.02.16;1'956.00;1'892.00;1'970.00;1'867.00;39'201
08.02.16;1'993.00;1'946.00;1'993.00;1'929.00;43'886
05.02.16;1'970.00;1'982.00;2'013.00;1'953.00;44'796
04.02.16;1'948.00;1'950.00;1'962.00;1'923.00;29'932
03.02.16;1'925.00;1'926.00;1'950.00;1'905.00;28'195
02.02.16;1'952.00;1'929.00;1'960.00;1'921.00;29'690
01.02.16;1'999.00;1'958.00;2'000.00;1'949.00;30'796
29.01.16;1'955.00;1'983.00;1'990.00;1'955.00;29'285
28.01.16;1'959.00;1'955.00;1'974.00;1'939.00;23'456
27.01.16;1'943.00;1'958.00;1'959.00;1'930.00;17'203
26.01.16;1'905.00;1'945.00;1'958.00;1'881.00;31'949
25.01.16;1'935.00;1'931.00;1'935.00;1'914.00;22'418
22.01.16;1'915.00;1'932.00;1'935.00;1'907.00;31'287
21.01.16;1'845.00;1'889.00;1'900.00;1'810.00;47'114
20.01.16;1'840.00;1'847.00;1'914.00;1'820.00;43'568
19.01.16;1'827.00;1'849.00;1'860.00;1'812.00;23'272
18.01.16;1'780.00;1'791.00;1'818.00;1'779.00;18'240
15.01.16;1'824.00;1'770.00;1'842.00;1'765.00;25'588
14.01.16;1'832.00;1'835.00;1'838.00;1'799.00;18'699
13.01.16;1'832.00;1'848.00;1'858.00;1'826.00;21'606
12.01.16;1'768.00;1'811.00;1'827.00;1'761.00;37'003
11.01.16;1'750.00;1'755.00;1'770.00;1'734.00;20'822
08.01.16;1'791.00;1'757.00;1'808.00;1'756.00;22'168
07.01.16;1'795.00;1'783.00;1'802.00;1'760.00;34'041
06.01.16;1'864.00;1'825.00;1'872.00;1'817.00;21'899
05.01.16;1'876.00;1'864.00;1'892.00;1'841.00;16'502
04.01.16;1'880.00;1'859.00;1'882.00;1'850.00;19'733
30.12.15;1'941.00;1'911.00;1'942.00;1'908.00;12'791
29.12.15;1'920.00;1'930.00;1'939.00;1'916.00;13'138
