"date";"start";"high";"low";"end";"onvista";"index"
2002-07-08;6488.92;6488.92;6488.92;6488.92;"8313319";"IPC"
2002-07-09;6460.95;6460.95;6460.95;6460.95;"8313319";"IPC"
2002-07-10;6371.27;6371.27;6371.27;6371.27;"8313319";"IPC"
2002-07-11;6390.17;6390.17;6390.17;6390.17;"8313319";"IPC"
2002-07-12;6400.42;6400.42;6400.42;6400.42;"8313319";"IPC"
2002-07-15;6372.08;6372.08;6372.08;6372.08;"8313319";"IPC"
2002-07-16;6316.16;6316.16;6316.16;6316.16;"8313319";"IPC"
2002-07-17;6403.28;6403.28;6403.28;6403.28;"8313319";"IPC"
2002-07-18;6433.83;6433.83;6433.83;6433.83;"8313319";"IPC"
2002-07-19;6336.95;6336.95;6336.95;6336.95;"8313319";"IPC"
2002-07-22;6113.83;6113.83;6113.83;6113.83;"8313319";"IPC"
2002-07-23;5892.41;5892.41;5892.41;5892.41;"8313319";"IPC"
2002-07-24;6010.42;6010.42;6010.42;6010.42;"8313319";"IPC"
2002-07-25;5922.34;5922.34;5922.34;5922.34;"8313319";"IPC"
2002-07-26;5900.44;5900.44;5900.44;5900.44;"8313319";"IPC"
2002-07-29;6103.88;6103.88;6103.88;6103.88;"8313319";"IPC"
2002-07-30;6014.68;6014.68;6014.68;6014.68;"8313319";"IPC"
2002-07-31;6021.84;6021.84;6021.84;6021.84;"8313319";"IPC"
2002-08-01;5755.99;5755.99;5755.99;5755.99;"8313319";"IPC"
2002-08-02;5644.7;5644.7;5644.7;5644.7;"8313319";"IPC"
2002-08-05;5534.47;5534.47;5534.47;5534.47;"8313319";"IPC"
2002-08-06;5747.44;5747.44;5747.44;5747.44;"8313319";"IPC"
2002-08-07;5855.9;5855.9;5855.9;5855.9;"8313319";"IPC"
2002-08-08;6029.77;6029.77;6029.77;6029.77;"8313319";"IPC"
2002-08-09;5913.21;5913.21;5913.21;5913.21;"8313319";"IPC"
2002-08-12;5901.83;5901.83;5901.83;5901.83;"8313319";"IPC"
2002-08-13;5841.9;5841.9;5841.9;5841.9;"8313319";"IPC"
2002-08-14;6053.6;6053.6;6053.6;6053.6;"8313319";"IPC"
2002-08-15;6146.11;6146.11;6146.11;6146.11;"8313319";"IPC"
2002-08-16;6190.6;6190.6;6190.6;6190.6;"8313319";"IPC"
2002-08-19;6200.87;6200.87;6200.87;6200.87;"8313319";"IPC"
2002-08-20;6192.91;6192.91;6192.91;6192.91;"8313319";"IPC"
2002-08-21;6267.88;6267.88;6267.88;6267.88;"8313319";"IPC"
2002-08-22;6239.49;6239.49;6239.49;6239.49;"8313319";"IPC"
2002-08-23;6148.89;6148.89;6148.89;6148.89;"8313319";"IPC"
2002-08-26;6262.44;6262.44;6262.44;6262.44;"8313319";"IPC"
2002-08-27;6175.42;6175.42;6175.42;6175.42;"8313319";"IPC"
2002-08-28;6115.56;6115.56;6115.56;6115.56;"8313319";"IPC"
2002-08-29;6181.67;6181.67;6181.67;6181.67;"8313319";"IPC"
2002-08-30;6216.43;6216.43;6216.43;6216.43;"8313319";"IPC"
2002-09-02;6165.93;6165.93;6165.93;6165.93;"8313319";"IPC"
2002-09-03;6094.29;6094.29;6094.29;6094.29;"8313319";"IPC"
2002-09-04;6114.35;6114.35;6114.35;6114.35;"8313319";"IPC"
2002-09-05;6067.25;6067.25;6067.25;6067.25;"8313319";"IPC"
2002-09-06;6113.32;6113.32;6113.32;6113.32;"8313319";"IPC"
2002-09-09;6159.9;6159.9;6159.9;6159.9;"8313319";"IPC"
2002-09-10;6225.16;6225.16;6225.16;6225.16;"8313319";"IPC"
2002-09-11;6260.61;6260.61;6260.61;6260.61;"8313319";"IPC"
2002-09-12;6219.93;6219.93;6219.93;6219.93;"8313319";"IPC"
2002-09-13;6190.52;6190.52;6190.52;6190.52;"8313319";"IPC"
2002-09-17;6079.95;6079.95;6079.95;6079.95;"8313319";"IPC"
2002-09-18;5960.38;5960.38;5960.38;5960.38;"8313319";"IPC"
2002-09-19;5645;5645;5645;5645;"8313319";"IPC"
2002-09-20;5788.78;5788.78;5788.78;5788.78;"8313319";"IPC"
2002-09-23;5741.73;5741.73;5741.73;5741.73;"8313319";"IPC"
2002-09-24;5705.67;5705.67;5705.67;5705.67;"8313319";"IPC"
2002-09-25;5808.44;5808.44;5808.44;5808.44;"8313319";"IPC"
2002-09-26;5956.93;5956.93;5956.93;5956.93;"8313319";"IPC"
2002-09-27;5801.12;5801.12;5801.12;5801.12;"8313319";"IPC"
2002-09-30;5728.46;5728.46;5728.46;5728.46;"8313319";"IPC"
2002-10-01;5926.66;5926.66;5926.66;5926.66;"8313319";"IPC"
2002-10-02;5827.71;5827.71;5827.71;5827.71;"8313319";"IPC"
2002-10-03;5898.38;5898.38;5898.38;5898.38;"8313319";"IPC"
2002-10-04;5869.22;5869.22;5869.22;5869.22;"8313319";"IPC"
2002-10-07;5853.55;5853.55;5853.55;5853.55;"8313319";"IPC"
2002-10-08;5849.42;5849.42;5849.42;5849.42;"8313319";"IPC"
2002-10-09;5762.4;5762.4;5762.4;5762.4;"8313319";"IPC"
2002-10-10;5762.15;5762.15;5762.15;5762.15;"8313319";"IPC"
2002-10-11;5845.33;5845.33;5845.33;5845.33;"8313319";"IPC"
2002-10-14;5865.18;5865.18;5865.18;5865.18;"8313319";"IPC"
2002-10-15;6040.32;6040.32;6040.32;6040.32;"8313319";"IPC"
2002-10-16;5924.94;5924.94;5924.94;5924.94;"8313319";"IPC"
2002-10-17;5985.77;5985.77;5985.77;5985.77;"8313319";"IPC"
2002-10-18;5973.21;5973.21;5973.21;5973.21;"8313319";"IPC"
2002-10-21;6017.37;6017.37;6017.37;6017.37;"8313319";"IPC"
2002-10-22;5979.57;5979.57;5979.57;5979.57;"8313319";"IPC"
2002-10-23;6000.62;6000.62;6000.62;6000.62;"8313319";"IPC"
2002-10-24;5908.07;5908.07;5908.07;5908.07;"8313319";"IPC"
2002-10-25;5905.58;5905.58;5905.58;5905.58;"8313319";"IPC"
2002-10-28;5887.29;5887.29;5887.29;5887.29;"8313319";"IPC"
2002-10-29;5893.76;5893.76;5893.76;5893.76;"8313319";"IPC"
2002-10-30;5963.83;5963.83;5963.83;5963.83;"8313319";"IPC"
2002-10-31;5967.73;5967.73;5967.73;5967.73;"8313319";"IPC"
2002-11-01;6045.16;6045.16;6045.16;6045.16;"8313319";"IPC"
2002-11-04;6058.9;6058.9;6058.9;6058.9;"8313319";"IPC"
2002-11-05;6040.17;6040.17;6040.17;6040.17;"8313319";"IPC"
2002-11-06;6064;6064;6064;6064;"8313319";"IPC"
2002-11-07;6009.93;6009.93;6009.93;6009.93;"8313319";"IPC"
2002-11-08;5988.53;5988.53;5988.53;5988.53;"8313319";"IPC"
2002-11-11;5891.79;5891.79;5891.79;5891.79;"8313319";"IPC"
2002-11-12;5865.11;5865.11;5865.11;5865.11;"8313319";"IPC"
2002-11-13;5813.36;5813.36;5813.36;5813.36;"8313319";"IPC"
2002-11-14;5898.06;5898.06;5898.06;5898.06;"8313319";"IPC"
2002-11-15;5819.09;5819.09;5819.09;5819.09;"8313319";"IPC"
2002-11-18;5726;5726;5726;5726;"8313319";"IPC"
2002-11-19;5641.74;5641.74;5641.74;5641.74;"8313319";"IPC"
2002-11-20;5641.74;5641.74;5641.74;5641.74;"8313319";"IPC"
2002-11-21;5859.05;5859.05;5859.05;5859.05;"8313319";"IPC"
2002-11-22;5818.43;5818.43;5818.43;5818.43;"8313319";"IPC"
2002-11-25;5861.82;5861.82;5861.82;5861.82;"8313319";"IPC"
2002-11-26;5922.41;5922.41;5922.41;5922.41;"8313319";"IPC"
2002-11-27;6129.25;6129.25;6129.25;6129.25;"8313319";"IPC"
2002-11-28;6158.49;6158.49;6158.49;6158.49;"8313319";"IPC"
2002-11-29;6156.83;6156.83;6156.83;6156.83;"8313319";"IPC"
2002-12-02;6223.59;6223.59;6223.59;6223.59;"8313319";"IPC"
2002-12-03;6221.68;6221.68;6221.68;6221.68;"8313319";"IPC"
2002-12-04;6187.67;6187.67;6187.67;6187.67;"8313319";"IPC"
2002-12-05;6152.01;6152.01;6152.01;6152.01;"8313319";"IPC"
2002-12-06;6126.23;6126.23;6126.23;6126.23;"8313319";"IPC"
2002-12-09;6053.75;6053.75;6053.75;6053.75;"8313319";"IPC"
2002-12-10;6081.52;6081.52;6081.52;6081.52;"8313319";"IPC"
2002-12-11;6135.39;6135.39;6135.39;6135.39;"8313319";"IPC"
2002-12-12;6135.39;6135.39;6135.39;6135.39;"8313319";"IPC"
2002-12-13;6114.2;6114.2;6114.2;6114.2;"8313319";"IPC"
2002-12-16;6185.95;6185.95;6185.95;6185.95;"8313319";"IPC"
2002-12-17;6168.46;6168.46;6168.46;6168.46;"8313319";"IPC"
2002-12-18;6089.66;6089.66;6089.66;6089.66;"8313319";"IPC"
2002-12-19;6120.46;6120.46;6120.46;6120.46;"8313319";"IPC"
2002-12-20;6130.83;6130.83;6130.83;6130.83;"8313319";"IPC"
2002-12-23;6153.22;6153.22;6153.22;6153.22;"8313319";"IPC"
2002-12-26;6182.91;6182.91;6182.91;6182.91;"8313319";"IPC"
2002-12-27;6126.24;6126.24;6126.24;6126.24;"8313319";"IPC"
2002-12-30;6124.51;6124.51;6124.51;6124.51;"8313319";"IPC"
2002-12-31;6127.09;6127.09;6127.09;6127.09;"8313319";"IPC"
2003-01-02;6225.4;6225.4;6225.4;6225.4;"8313319";"IPC"
2003-01-03;6253.34;6253.34;6253.34;6253.34;"8313319";"IPC"
2003-01-06;6333.46;6333.46;6333.46;6333.46;"8313319";"IPC"
2003-01-07;6279.28;6279.28;6279.28;6279.28;"8313319";"IPC"
2003-01-08;6266.48;6266.48;6266.48;6266.48;"8313319";"IPC"
2003-01-09;6329.96;6329.96;6329.96;6329.96;"8313319";"IPC"
2003-01-10;6353.03;6353.03;6353.03;6353.03;"8313319";"IPC"
2003-01-13;6364.64;6364.64;6364.64;6364.64;"8313319";"IPC"
2003-01-14;6407;6407;6407;6407;"8313319";"IPC"
2003-01-15;6398.9;6398.9;6398.9;6398.9;"8313319";"IPC"
2003-01-16;6419.17;6419.17;6419.17;6419.17;"8313319";"IPC"
2003-01-17;6355.9;6355.9;6355.9;6355.9;"8313319";"IPC"
2003-01-20;6212.66;6212.66;6212.66;6212.66;"8313319";"IPC"
2003-01-21;6186.12;6186.12;6186.12;6186.12;"8313319";"IPC"
2003-01-22;6107.67;6107.67;6107.67;6107.67;"8313319";"IPC"
2003-01-23;6073.12;6073.12;6073.12;6073.12;"8313319";"IPC"
2003-01-24;6071.45;6071.45;6071.45;6071.45;"8313319";"IPC"
2003-01-27;6033;6033;6033;6033;"8313319";"IPC"
2003-01-28;5942.82;5942.82;5942.82;5942.82;"8313319";"IPC"
2003-01-29;5942.82;5942.82;5942.82;5942.82;"8313319";"IPC"
2003-01-30;5968.61;5968.61;5968.61;5968.61;"8313319";"IPC"
2003-01-31;5971.42;5971.42;5971.42;5971.42;"8313319";"IPC"
2003-02-03;6080.1;6080.1;6080.1;6080.1;"8313319";"IPC"
2003-02-04;6046.44;6046.44;6046.44;6046.44;"8313319";"IPC"
2003-02-06;5984.71;5984.71;5984.71;5984.71;"8313319";"IPC"
2003-02-07;5929.16;5929.16;5929.16;5929.16;"8313319";"IPC"
2003-02-10;5885.53;5885.53;5885.53;5885.53;"8313319";"IPC"
2003-02-11;5779.45;5779.45;5779.45;5779.45;"8313319";"IPC"
2003-02-12;5796.39;5796.39;5796.39;5796.39;"8313319";"IPC"
2003-02-13;5791.39;5791.39;5791.39;5791.39;"8313319";"IPC"
2003-02-14;5805.55;5805.55;5805.55;5805.55;"8313319";"IPC"
2003-02-15;5829.87;5829.87;5829.87;5829.87;"8313319";"IPC"
2003-02-17;5829.87;5829.87;5829.87;5829.87;"8313319";"IPC"
2003-02-18;5913.05;5913.05;5913.05;5913.05;"8313319";"IPC"
2003-02-19;5857.35;5857.35;5857.35;5857.35;"8313319";"IPC"
2003-02-20;5880.9;5880.9;5880.9;5880.9;"8313319";"IPC"
2003-02-21;5956;5956;5956;5956;"8313319";"IPC"
2003-02-24;5913.68;5913.68;5913.68;5913.68;"8313319";"IPC"
2003-02-25;5931.84;5931.84;5931.84;5931.84;"8313319";"IPC"
2003-02-26;5895.9;5895.9;5895.9;5895.9;"8313319";"IPC"
2003-02-27;5908.16;5908.16;5908.16;5908.16;"8313319";"IPC"
2003-02-28;5941.26;5941.26;5941.26;5941.26;"8313319";"IPC"
2003-03-03;5945.08;5945.08;5945.08;5945.08;"8313319";"IPC"
2003-03-04;5933.02;5933.02;5933.02;5933.02;"8313319";"IPC"
2003-03-05;5933.95;5933.95;5933.95;5933.95;"8313319";"IPC"
2003-03-06;5913.92;5913.92;5913.92;5913.92;"8313319";"IPC"
2003-03-07;5907.93;5907.93;5907.93;5907.93;"8313319";"IPC"
2003-03-10;5917.32;5917.32;5917.32;5917.32;"8313319";"IPC"
2003-03-11;5821.1;5821.1;5821.1;5821.1;"8313319";"IPC"
2003-03-12;5831.72;5831.72;5831.72;5831.72;"8313319";"IPC"
2003-03-13;5931.96;5931.96;5931.96;5931.96;"8313319";"IPC"
2003-03-14;5993.01;5993.01;5993.01;5993.01;"8313319";"IPC"
2003-03-17;6009.92;6009.92;6009.92;6009.92;"8313319";"IPC"
2003-03-18;6042.76;6042.76;6042.76;6042.76;"8313319";"IPC"
2003-03-19;6065.24;6065.24;6065.24;6065.24;"8313319";"IPC"
2003-03-20;6048.41;6048.41;6048.41;6048.41;"8313319";"IPC"
2003-03-24;5924.34;5924.34;5924.34;5924.34;"8313319";"IPC"
2003-03-25;5937.99;5937.99;5937.99;5937.99;"8313319";"IPC"
2003-03-26;5952.38;5952.38;5952.38;5952.38;"8313319";"IPC"
2003-03-27;5951.34;5951.34;5951.34;5951.34;"8313319";"IPC"
2003-03-28;5947.48;5947.48;5947.48;5947.48;"8313319";"IPC"
2003-03-31;5914.03;5914.03;5914.03;5914.03;"8313319";"IPC"
2003-04-01;5903.48;5903.48;5903.48;5903.48;"8313319";"IPC"
2003-04-02;6026.28;6026.28;6026.28;6026.28;"8313319";"IPC"
2003-04-03;6060.18;6060.18;6060.18;6060.18;"8313319";"IPC"
2003-04-04;6170.78;6170.78;6170.78;6170.78;"8313319";"IPC"
2003-04-07;6257.13;6257.13;6257.13;6257.13;"8313319";"IPC"
2003-04-08;6259.46;6259.46;6259.46;6259.46;"8313319";"IPC"
2003-04-09;6212.14;6212.14;6212.14;6212.14;"8313319";"IPC"
2003-04-10;6154.02;6154.02;6154.02;6154.02;"8313319";"IPC"
2003-04-11;6175.22;6175.22;6175.22;6175.22;"8313319";"IPC"
2003-04-14;6232.74;6232.74;6232.74;6232.74;"8313319";"IPC"
2003-04-15;6333.59;6333.59;6333.59;6333.59;"8313319";"IPC"
2003-04-16;6315.1;6315.1;6315.1;6315.1;"8313319";"IPC"
2003-04-22;6373.91;6373.91;6373.91;6373.91;"8313319";"IPC"
2003-04-23;6385.11;6385.11;6385.11;6385.11;"8313319";"IPC"
2003-04-24;6379.44;6379.44;6379.44;6379.44;"8313319";"IPC"
2003-04-25;6333;6333;6333;6333;"8313319";"IPC"
2003-04-28;6428.2;6428.2;6428.2;6428.2;"8313319";"IPC"
2003-04-29;6499.69;6499.69;6499.69;6499.69;"8313319";"IPC"
2003-04-30;6509.88;6509.88;6509.88;6509.88;"8313319";"IPC"
2003-05-02;6590.92;6590.92;6590.92;6590.92;"8313319";"IPC"
2003-05-05;6608.18;6608.18;6608.18;6608.18;"8313319";"IPC"
2003-05-06;6614.68;6614.68;6614.68;6614.68;"8313319";"IPC"
2003-05-07;6575.29;6575.29;6575.29;6575.29;"8313319";"IPC"
2003-05-08;6408.62;6408.62;6408.62;6408.62;"8313319";"IPC"
2003-05-09;6488.49;6488.49;6488.49;6488.49;"8313319";"IPC"
2003-05-12;6496.43;6496.43;6496.43;6496.43;"8313319";"IPC"
2003-05-13;6491.89;6491.89;6491.89;6491.89;"8313319";"IPC"
2003-05-14;6549.79;6549.79;6549.79;6549.79;"8313319";"IPC"
2003-05-15;6633.51;6633.51;6633.51;6633.51;"8313319";"IPC"
2003-05-16;6556.91;6556.91;6556.91;6556.91;"8313319";"IPC"
2003-05-19;6469.38;6469.38;6469.38;6469.38;"8313319";"IPC"
2003-05-20;6388.49;6388.49;6388.49;6388.49;"8313319";"IPC"
2003-05-21;6410.82;6410.82;6410.82;6410.82;"8313319";"IPC"
2003-05-22;6511.35;6511.35;6511.35;6511.35;"8313319";"IPC"
2003-05-23;6586.92;6586.92;6586.92;6586.92;"8313319";"IPC"
2003-05-26;6545.78;6545.78;6545.78;6545.78;"8313319";"IPC"
2003-05-27;6650.31;6650.31;6650.31;6650.31;"8313319";"IPC"
2003-05-28;6667.35;6667.35;6667.35;6667.35;"8313319";"IPC"
2003-05-29;6647.71;6647.71;6647.71;6647.71;"8313319";"IPC"
2003-05-30;6699.18;6699.18;6699.18;6699.18;"8313319";"IPC"
2003-06-02;6722.24;6722.24;6722.24;6722.24;"8313319";"IPC"
2003-06-03;6738.97;6738.97;6738.97;6738.97;"8313319";"IPC"
2003-06-04;6889.76;6889.76;6889.76;6889.76;"8313319";"IPC"
2003-06-05;6873.39;6873.39;6873.39;6873.39;"8313319";"IPC"
2003-06-06;6870.6;6870.6;6870.6;6870.6;"8313319";"IPC"
2003-06-09;6801.46;6801.46;6801.46;6801.46;"8313319";"IPC"
2003-06-10;6924.99;6924.99;6924.99;6924.99;"8313319";"IPC"
2003-06-11;6979.68;6979.68;6979.68;6979.68;"8313319";"IPC"
2003-06-12;7060.5;7060.5;7060.5;7060.5;"8313319";"IPC"
2003-06-13;6984.63;6984.63;6984.63;6984.63;"8313319";"IPC"
2003-06-16;7019.49;7019.49;7019.49;7019.49;"8313319";"IPC"
2003-06-17;7130.23;7130.23;7130.23;7130.23;"8313319";"IPC"
2003-06-18;7125.41;7125.41;7125.41;7125.41;"8313319";"IPC"
2003-06-19;7084.01;7084.01;7084.01;7084.01;"8313319";"IPC"
2003-06-20;7080.69;7080.69;7080.69;7080.69;"8313319";"IPC"
2003-06-23;7015.08;7015.08;7015.08;7015.08;"8313319";"IPC"
2003-06-24;7114.4;7114.4;7114.4;7114.4;"8313319";"IPC"
2003-06-25;7080.56;7080.56;7080.56;7080.56;"8313319";"IPC"
2003-06-26;7118.47;7118.47;7118.47;7118.47;"8313319";"IPC"
2003-06-27;7083.45;7083.45;7083.45;7083.45;"8313319";"IPC"
2003-06-30;7054.99;7054.99;7054.99;7054.99;"8313319";"IPC"
2003-07-01;7123.4;7123.4;7123.4;7123.4;"8313319";"IPC"
2003-07-02;7163.9;7163.9;7163.9;7163.9;"8313319";"IPC"
2003-07-03;7127.42;7127.42;7127.42;7127.42;"8313319";"IPC"
2003-07-04;7142.85;7142.85;7142.85;7142.85;"8313319";"IPC"
2003-07-07;7215.03;7215.03;7215.03;7215.03;"8313319";"IPC"
2003-07-08;7234.94;7234.94;7234.94;7234.94;"8313319";"IPC"
2003-07-09;7171.89;7171.89;7171.89;7171.89;"8313319";"IPC"
2003-07-10;7096.04;7096.04;7096.04;7096.04;"8313319";"IPC"
2003-07-11;7083.82;7083.82;7083.82;7083.82;"8313319";"IPC"
2003-07-14;7167.54;7167.54;7167.54;7167.54;"8313319";"IPC"
2003-07-15;7120.31;7120.31;7120.31;7120.31;"8313319";"IPC"
2003-07-16;7023.94;7023.94;7023.94;7023.94;"8313319";"IPC"
2003-07-17;6999.07;6999.07;6999.07;6999.07;"8313319";"IPC"
2003-07-18;7030.76;7030.76;7030.76;7030.76;"8313319";"IPC"
2003-07-21;7024.73;7024.73;7024.73;7024.73;"8313319";"IPC"
2003-07-22;7164.29;7164.29;7164.29;7164.29;"8313319";"IPC"
2003-07-23;7280.65;7280.65;7280.65;7280.65;"8313319";"IPC"
2003-07-24;7309.41;7309.41;7309.41;7309.41;"8313319";"IPC"
2003-07-25;7349.96;7349.96;7349.96;7349.96;"8313319";"IPC"
2003-07-28;7314.22;7314.22;7314.22;7314.22;"8313319";"IPC"
2003-07-29;7233.2;7233.2;7233.2;7233.2;"8313319";"IPC"
2003-07-30;7260.2;7260.2;7260.2;7260.2;"8313319";"IPC"
2003-07-31;7355.07;7355.07;7355.07;7355.07;"8313319";"IPC"
2003-08-01;7320.41;7320.41;7320.41;7320.41;"8313319";"IPC"
2003-08-04;7344.43;7344.43;7344.43;7344.43;"8313319";"IPC"
2003-08-05;7273.45;7273.45;7273.45;7273.45;"8313319";"IPC"
2003-08-06;7230.07;7230.07;7230.07;7230.07;"8313319";"IPC"
2003-08-07;7304.67;7304.67;7304.67;7304.67;"8313319";"IPC"
2003-08-08;7316.69;7316.69;7316.69;7316.69;"8313319";"IPC"
2003-08-11;7356.41;7356.41;7356.41;7356.41;"8313319";"IPC"
2003-08-12;7358.37;7358.37;7358.37;7358.37;"8313319";"IPC"
2003-08-14;7421.74;7421.74;7421.74;7421.74;"8313319";"IPC"
2003-08-15;7418.43;7418.43;7418.43;7418.43;"8313319";"IPC"
2003-08-18;7500.01;7500.01;7500.01;7500.01;"8313319";"IPC"
2003-08-19;7487.57;7487.57;7487.57;7487.57;"8313319";"IPC"
2003-08-20;7460.15;7460.15;7460.15;7460.15;"8313319";"IPC"
2003-08-22;7493.73;7493.73;7493.73;7493.73;"8313319";"IPC"
2003-08-25;7434.48;7434.48;7434.48;7434.48;"8313319";"IPC"
2003-08-26;7437.72;7437.72;7437.72;7437.72;"8313319";"IPC"
2003-08-27;7502.08;7502.08;7502.08;7502.08;"8313319";"IPC"
2003-08-28;7563.49;7563.49;7563.49;7563.49;"8313319";"IPC"
2003-08-29;7591.42;7591.42;7591.42;7591.42;"8313319";"IPC"
2003-09-01;7631.79;7631.79;7631.79;7631.79;"8313319";"IPC"
2003-09-02;7671.74;7671.74;7671.74;7671.74;"8313319";"IPC"
2003-09-03;7719.12;7719.12;7719.12;7719.12;"8313319";"IPC"
2003-09-04;7719.48;7719.48;7719.48;7719.48;"8313319";"IPC"
2003-09-05;7775.34;7775.34;7775.34;7775.34;"8313319";"IPC"
2003-09-08;7814.63;7814.63;7814.63;7814.63;"8313319";"IPC"
2003-09-09;7732.9;7732.9;7732.9;7732.9;"8313319";"IPC"
2003-09-10;7736.28;7736.28;7736.28;7736.28;"8313319";"IPC"
2003-09-11;7741.87;7741.87;7741.87;7741.87;"8313319";"IPC"
2003-09-12;7712.75;7712.75;7712.75;7712.75;"8313319";"IPC"
2003-09-15;7729.14;7729.14;7729.14;7729.14;"8313319";"IPC"
2003-09-17;7746.54;7746.54;7746.54;7746.54;"8313319";"IPC"
2003-09-18;7868.28;7868.28;7868.28;7868.28;"8313319";"IPC"
2003-09-19;7891.67;7891.67;7891.67;7891.67;"8313319";"IPC"
2003-09-22;7815.47;7815.47;7815.47;7815.47;"8313319";"IPC"
2003-09-25;7788.85;7793.34;7764.53;7771.93;"8313319";"IPC"
2003-09-26;7786.22;7800.06;7760.12;7786.22;"8313319";"IPC"
2003-09-30;7822.48;7822.48;7822.48;7822.48;"8313319";"IPC"
2003-10-02;7775.8;7775.8;7775.8;7775.8;"8313319";"IPC"
2003-10-10;7955.76;7955.76;7955.76;7955.76;"8313319";"IPC"
2003-10-13;7955.6;7970.86;7940.05;7955.6;"8313319";"IPC"
2003-10-14;7886.72;7962.31;7883.21;7886.72;"8313319";"IPC"
2003-11-04;8265.85;8265.85;8265.85;8265.85;"8313319";"IPC"
2003-11-05;8232.06;8232.06;8232.06;8232.06;"8313319";"IPC"
2003-11-19;8351.29;8351.29;8351.29;8351.29;"8313319";"IPC"
2003-12-12;8441.09;8441.09;8441.09;8441.09;"8313319";"IPC"
2004-01-02;8821.87;8821.87;8821.87;8821.87;"8313319";"IPC"
2004-01-05;9054.11;9054.11;9054.11;9054.11;"8313319";"IPC"
2004-01-20;9322.82;9322.82;9322.82;9322.82;"8313319";"IPC"
2004-01-21;9427.8;9427.8;9427.8;9427.8;"8313319";"IPC"
2004-01-22;9497.01;9497.01;9497.01;9497.01;"8313319";"IPC"
2004-01-23;9480.24;9480.24;9480.24;9480.24;"8313319";"IPC"
2004-01-26;9563.91;9563.91;9563.91;9563.91;"8313319";"IPC"
2004-01-27;9612.14;9612.14;9612.14;9612.14;"8313319";"IPC"
2004-01-28;9551.13;9551.13;9551.13;9551.13;"8313319";"IPC"
2004-01-29;9444.23;9444.23;9444.23;9444.23;"8313319";"IPC"
2004-01-30;9428.77;9428.77;9428.77;9428.77;"8313319";"IPC"
2004-02-02;9633.86;9633.86;9633.86;9633.86;"8313319";"IPC"
2004-02-03;9702.85;9702.85;9702.85;9702.85;"8313319";"IPC"
2004-02-04;9674.18;9674.18;9674.18;9674.18;"8313319";"IPC"
2004-02-05;9674.18;9674.18;9674.18;9674.18;"8313319";"IPC"
2004-02-06;9810.77;9810.77;9810.77;9810.77;"8313319";"IPC"
2004-02-09;9882.35;9882.35;9882.35;9882.35;"8313319";"IPC"
2004-02-10;9804.94;9804.94;9804.94;9804.94;"8313319";"IPC"
2004-02-11;9875.32;9875.32;9875.32;9875.32;"8313319";"IPC"
2004-02-12;9960.05;9960.05;9960.05;9960.05;"8313319";"IPC"
2004-02-13;9982.87;9982.87;9982.87;9982.87;"8313319";"IPC"
2004-02-16;10004.69;10004.69;10004.69;10004.69;"8313319";"IPC"
2004-02-17;10100.05;10100.05;10100.05;10100.05;"8313319";"IPC"
2004-02-18;10125.04;10125.04;10125.04;10125.04;"8313319";"IPC"
2004-02-19;10072.23;10072.23;10072.23;10072.23;"8313319";"IPC"
2004-02-20;9888.73;9888.73;9888.73;9888.73;"8313319";"IPC"
2004-02-23;9764.39;9764.39;9764.39;9764.39;"8313319";"IPC"
2004-02-24;9855.03;9855.03;9855.03;9855.03;"8313319";"IPC"
2004-02-25;9926.67;9926.67;9926.67;9926.67;"8313319";"IPC"
2004-02-26;10003.57;10003.57;10003.57;10003.57;"8313319";"IPC"
2004-02-27;9991.8;9991.8;9991.8;9991.8;"8313319";"IPC"
2004-03-01;10157.13;10157.13;10157.13;10157.13;"8313319";"IPC"
2004-03-02;10106.44;10106.44;10106.44;10106.44;"8313319";"IPC"
2004-03-03;10053.18;10053.18;10053.18;10053.18;"8313319";"IPC"
2004-03-04;10196.17;10196.17;10196.17;10196.17;"8313319";"IPC"
2004-03-05;10195.03;10195.03;10195.03;10195.03;"8313319";"IPC"
2004-03-08;10095.87;10095.87;10095.87;10095.87;"8313319";"IPC"
2004-03-09;10079.2;10079.2;10079.2;10079.2;"8313319";"IPC"
2004-03-10;9978.71;9978.71;9978.71;9978.71;"8313319";"IPC"
2004-03-11;9725.83;9725.83;9725.83;9725.83;"8313319";"IPC"
2004-03-12;9837.33;9837.33;9837.33;9837.33;"8313319";"IPC"
2004-03-15;9791.35;9791.35;9791.35;9791.35;"8313319";"IPC"
2004-03-16;9877.29;9877.29;9877.29;9877.29;"8313319";"IPC"
2004-03-17;9959.41;9959.41;9959.41;9959.41;"8313319";"IPC"
2004-03-18;9952.01;9952.01;9952.01;9952.01;"8313319";"IPC"
2004-03-19;10039.68;10039.68;10039.68;10039.68;"8313319";"IPC"
2004-03-22;9928.32;9928.32;9928.32;9928.32;"8313319";"IPC"
2004-03-23;10053.89;10053.89;10053.89;10053.89;"8313319";"IPC"
2004-03-24;10161.65;10161.65;10161.65;10161.65;"8313319";"IPC"
2004-03-25;10344.79;10344.79;10344.79;10344.79;"8313319";"IPC"
2004-03-26;10432;10432;10432;10432;"8313319";"IPC"
2004-03-29;10455.51;10455.51;10455.51;10455.51;"8313319";"IPC"
2004-03-30;10468.75;10468.75;10468.75;10468.75;"8313319";"IPC"
2004-03-31;10517.5;10517.5;10517.5;10517.5;"8313319";"IPC"
