"date";"start";"high";"low";"end";"onvista";"index"
1990-01-02;417.43;417.43;417.43;417.43;"8313319";"IPC"
1990-01-03;420.88;420.88;420.88;420.88;"8313319";"IPC"
1990-01-04;430.4;430.4;430.4;430.4;"8313319";"IPC"
1990-01-05;434.43;434.43;434.43;434.43;"8313319";"IPC"
1990-01-08;432.49;432.49;432.49;432.49;"8313319";"IPC"
1990-01-09;437.06;437.06;437.06;437.06;"8313319";"IPC"
1990-01-10;439.02;439.02;439.02;439.02;"8313319";"IPC"
1990-01-11;443.42;443.42;443.42;443.42;"8313319";"IPC"
1990-01-12;436.46;436.46;436.46;436.46;"8313319";"IPC"
1990-01-15;431.54;431.54;431.54;431.54;"8313319";"IPC"
1990-01-16;432.12;432.12;432.12;432.12;"8313319";"IPC"
1990-01-17;438.65;438.65;438.65;438.65;"8313319";"IPC"
1990-01-18;436.11;436.11;436.11;436.11;"8313319";"IPC"
1990-01-19;439.52;439.52;439.52;439.52;"8313319";"IPC"
1990-01-22;437.91;437.91;437.91;437.91;"8313319";"IPC"
1990-01-23;436.56;436.56;436.56;436.56;"8313319";"IPC"
1990-01-24;430.16;430.16;430.16;430.16;"8313319";"IPC"
1990-01-25;435.99;435.99;435.99;435.99;"8313319";"IPC"
1990-01-26;436.91;436.91;436.91;436.91;"8313319";"IPC"
1990-01-29;436.34;436.34;436.34;436.34;"8313319";"IPC"
1990-01-30;437.26;437.26;437.26;437.26;"8313319";"IPC"
1990-01-31;444.75;444.75;444.75;444.75;"8313319";"IPC"
1990-02-01;452.25;452.25;452.25;452.25;"8313319";"IPC"
1990-02-02;454.24;454.24;454.24;454.24;"8313319";"IPC"
1990-02-06;451.54;451.54;451.54;451.54;"8313319";"IPC"
1990-02-07;456.43;456.43;456.43;456.43;"8313319";"IPC"
1990-02-08;462.52;462.52;462.52;462.52;"8313319";"IPC"
1990-02-09;465.97;465.97;465.97;465.97;"8313319";"IPC"
1990-02-12;471.7;471.7;471.7;471.7;"8313319";"IPC"
1990-02-13;480.03;480.03;480.03;480.03;"8313319";"IPC"
1990-02-14;480.15;480.15;480.15;480.15;"8313319";"IPC"
1990-02-15;479.34;479.34;479.34;479.34;"8313319";"IPC"
1990-02-16;477.64;477.64;477.64;477.64;"8313319";"IPC"
1990-02-19;476.46;476.46;476.46;476.46;"8313319";"IPC"
1990-02-20;476.32;476.32;476.32;476.32;"8313319";"IPC"
1990-02-21;474.63;474.63;474.63;474.63;"8313319";"IPC"
1990-02-22;481.16;481.16;481.16;481.16;"8313319";"IPC"
1990-02-23;482.45;482.45;482.45;482.45;"8313319";"IPC"
1990-02-26;481.37;481.37;481.37;481.37;"8313319";"IPC"
1990-02-27;475.83;475.83;475.83;475.83;"8313319";"IPC"
1990-02-28;473.02;473.02;473.02;473.02;"8313319";"IPC"
1990-03-01;471.73;471.73;471.73;471.73;"8313319";"IPC"
1990-03-02;476.14;476.14;476.14;476.14;"8313319";"IPC"
1990-03-05;478.75;478.75;478.75;478.75;"8313319";"IPC"
1990-03-06;482.62;482.62;482.62;482.62;"8313319";"IPC"
1990-03-07;481.06;481.06;481.06;481.06;"8313319";"IPC"
1990-03-08;477.64;477.64;477.64;477.64;"8313319";"IPC"
1990-03-09;479;479;479;479;"8313319";"IPC"
1990-03-12;477.54;477.54;477.54;477.54;"8313319";"IPC"
1990-03-13;476.84;476.84;476.84;476.84;"8313319";"IPC"
1990-03-14;477.66;477.66;477.66;477.66;"8313319";"IPC"
1990-03-15;481.47;481.47;481.47;481.47;"8313319";"IPC"
1990-03-16;488.31;488.31;488.31;488.31;"8313319";"IPC"
1990-03-19;483.54;483.54;483.54;483.54;"8313319";"IPC"
1990-03-20;485.37;485.37;485.37;485.37;"8313319";"IPC"
1990-03-22;481.25;481.25;481.25;481.25;"8313319";"IPC"
1990-03-23;478.71;478.71;478.71;478.71;"8313319";"IPC"
1990-03-26;482.01;482.01;482.01;482.01;"8313319";"IPC"
1990-03-27;479.81;479.81;479.81;479.81;"8313319";"IPC"
1990-03-28;478.46;478.46;478.46;478.46;"8313319";"IPC"
1990-03-29;483.87;483.87;483.87;483.87;"8313319";"IPC"
1990-03-30;489.62;489.62;489.62;489.62;"8313319";"IPC"
1990-04-02;485.75;485.75;485.75;485.75;"8313319";"IPC"
1990-04-03;489.65;489.65;489.65;489.65;"8313319";"IPC"
1990-04-04;494.09;494.09;494.09;494.09;"8313319";"IPC"
1990-04-05;503.18;503.18;503.18;503.18;"8313319";"IPC"
1990-04-06;511.13;511.13;511.13;511.13;"8313319";"IPC"
1990-04-09;510.78;510.78;510.78;510.78;"8313319";"IPC"
1990-04-10;521.26;521.26;521.26;521.26;"8313319";"IPC"
1990-04-11;523.45;523.45;523.45;523.45;"8313319";"IPC"
1990-04-16;520.12;520.12;520.12;520.12;"8313319";"IPC"
1990-04-17;521.59;521.59;521.59;521.59;"8313319";"IPC"
1990-04-18;526.86;526.86;526.86;526.86;"8313319";"IPC"
1990-04-19;528.3;528.3;528.3;528.3;"8313319";"IPC"
1990-04-20;522.28;522.28;522.28;522.28;"8313319";"IPC"
1990-04-23;515.95;515.95;515.95;515.95;"8313319";"IPC"
1990-04-24;514.24;514.24;514.24;514.24;"8313319";"IPC"
1990-04-25;520.61;520.61;520.61;520.61;"8313319";"IPC"
1990-04-26;523.21;523.21;523.21;523.21;"8313319";"IPC"
1990-04-27;526.83;526.83;526.83;526.83;"8313319";"IPC"
1990-04-30;525.61;525.61;525.61;525.61;"8313319";"IPC"
1990-05-02;549.66;549.66;549.66;549.66;"8313319";"IPC"
1990-05-03;565.05;565.05;565.05;565.05;"8313319";"IPC"
1990-05-04;554.67;554.67;554.67;554.67;"8313319";"IPC"
1990-05-07;565.44;565.44;565.44;565.44;"8313319";"IPC"
1990-05-08;580.29;580.29;580.29;580.29;"8313319";"IPC"
1990-05-09;576.81;576.81;576.81;576.81;"8313319";"IPC"
1990-05-10;585.53;585.53;585.53;585.53;"8313319";"IPC"
1990-05-11;597.53;597.53;597.53;597.53;"8313319";"IPC"
1990-05-14;607.38;607.38;607.38;607.38;"8313319";"IPC"
1990-05-15;610.51;610.51;610.51;610.51;"8313319";"IPC"
1990-05-16;621.17;621.17;621.17;621.17;"8313319";"IPC"
1990-05-17;628.75;628.75;628.75;628.75;"8313319";"IPC"
1990-05-18;621.98;621.98;621.98;621.98;"8313319";"IPC"
1990-05-21;621.17;621.17;621.17;621.17;"8313319";"IPC"
1990-05-22;637.37;637.37;637.37;637.37;"8313319";"IPC"
1990-05-23;648.52;648.52;648.52;648.52;"8313319";"IPC"
1990-05-24;646.26;646.26;646.26;646.26;"8313319";"IPC"
1990-05-25;652.8;652.8;652.8;652.8;"8313319";"IPC"
1990-05-28;649.09;649.09;649.09;649.09;"8313319";"IPC"
1990-05-29;649.01;649.01;649.01;649.01;"8313319";"IPC"
1990-05-30;652.44;652.44;652.44;652.44;"8313319";"IPC"
1990-05-31;650.29;650.29;650.29;650.29;"8313319";"IPC"
1990-06-01;654.95;654.95;654.95;654.95;"8313319";"IPC"
1990-06-04;648.5;648.5;648.5;648.5;"8313319";"IPC"
1990-06-05;644.67;644.67;644.67;644.67;"8313319";"IPC"
1990-06-06;639.9;639.9;639.9;639.9;"8313319";"IPC"
1990-06-07;646.04;646.04;646.04;646.04;"8313319";"IPC"
1990-06-08;644.64;644.64;644.64;644.64;"8313319";"IPC"
1990-06-11;642.23;642.23;642.23;642.23;"8313319";"IPC"
1990-06-12;638.87;638.87;638.87;638.87;"8313319";"IPC"
1990-06-13;638.97;638.97;638.97;638.97;"8313319";"IPC"
1990-06-14;632.55;632.55;632.55;632.55;"8313319";"IPC"
1990-06-15;610.43;610.43;610.43;610.43;"8313319";"IPC"
1990-06-18;613.32;613.32;613.32;613.32;"8313319";"IPC"
1990-06-19;621.27;621.27;621.27;621.27;"8313319";"IPC"
1990-06-20;623.08;623.08;623.08;623.08;"8313319";"IPC"
1990-06-21;619.92;619.92;619.92;619.92;"8313319";"IPC"
1990-06-22;619.02;619.02;619.02;619.02;"8313319";"IPC"
1990-06-25;615.82;615.82;615.82;615.82;"8313319";"IPC"
1990-06-26;605.22;605.22;605.22;605.22;"8313319";"IPC"
1990-06-27;599.64;599.64;599.64;599.64;"8313319";"IPC"
1990-06-28;601.63;601.63;601.63;601.63;"8313319";"IPC"
1990-06-29;615.33;615.33;615.33;615.33;"8313319";"IPC"
1990-07-02;613.77;613.77;613.77;613.77;"8313319";"IPC"
1990-07-03;606.91;606.91;606.91;606.91;"8313319";"IPC"
1990-07-04;606.19;606.19;606.19;606.19;"8313319";"IPC"
1990-07-05;605.89;605.89;605.89;605.89;"8313319";"IPC"
1990-07-06;617.04;617.04;617.04;617.04;"8313319";"IPC"
1990-07-09;620.22;620.22;620.22;620.22;"8313319";"IPC"
1990-07-10;630.2;630.2;630.2;630.2;"8313319";"IPC"
1990-07-11;645.51;645.51;645.51;645.51;"8313319";"IPC"
1990-07-12;650.86;650.86;650.86;650.86;"8313319";"IPC"
1990-07-13;651.97;651.97;651.97;651.97;"8313319";"IPC"
1990-07-16;648.79;648.79;648.79;648.79;"8313319";"IPC"
1990-07-17;652.23;652.23;652.23;652.23;"8313319";"IPC"
1990-07-18;664.68;664.68;664.68;664.68;"8313319";"IPC"
1990-07-19;674.06;674.06;674.06;674.06;"8313319";"IPC"
1990-07-20;674.77;674.77;674.77;674.77;"8313319";"IPC"
1990-07-23;665.73;665.73;665.73;665.73;"8313319";"IPC"
1990-07-24;677.48;677.48;677.48;677.48;"8313319";"IPC"
1990-07-25;683.64;683.64;683.64;683.64;"8313319";"IPC"
1990-07-26;680.69;680.69;680.69;680.69;"8313319";"IPC"
1990-07-27;679.67;679.67;679.67;679.67;"8313319";"IPC"
1990-07-30;673.73;673.73;673.73;673.73;"8313319";"IPC"
1990-07-31;673.14;673.14;673.14;673.14;"8313319";"IPC"
1990-08-01;670.99;670.99;670.99;670.99;"8313319";"IPC"
1990-08-02;668.4;668.4;668.4;668.4;"8313319";"IPC"
1990-08-03;662.25;662.25;662.25;662.25;"8313319";"IPC"
1990-08-06;647.13;647.13;647.13;647.13;"8313319";"IPC"
1990-08-07;647.91;647.91;647.91;647.91;"8313319";"IPC"
1990-08-08;656.07;656.07;656.07;656.07;"8313319";"IPC"
1990-08-09;661.64;661.64;661.64;661.64;"8313319";"IPC"
1990-08-10;662.12;662.12;662.12;662.12;"8313319";"IPC"
1990-08-13;654.52;654.52;654.52;654.52;"8313319";"IPC"
1990-08-14;650.48;650.48;650.48;650.48;"8313319";"IPC"
1990-08-15;651.31;651.31;651.31;651.31;"8313319";"IPC"
1990-08-16;642.14;642.14;642.14;642.14;"8313319";"IPC"
1990-08-17;617.69;617.69;617.69;617.69;"8313319";"IPC"
1990-08-20;593.53;593.53;593.53;593.53;"8313319";"IPC"
1990-08-21;576.37;576.37;576.37;576.37;"8313319";"IPC"
1990-08-22;575.73;575.73;575.73;575.73;"8313319";"IPC"
1990-08-23;543.06;543.06;543.06;543.06;"8313319";"IPC"
1990-08-24;543.79;543.79;543.79;543.79;"8313319";"IPC"
1990-08-27;582.07;582.07;582.07;582.07;"8313319";"IPC"
1990-08-28;584.85;584.85;584.85;584.85;"8313319";"IPC"
1990-08-29;578.36;578.36;578.36;578.36;"8313319";"IPC"
1990-08-30;580.07;580.07;580.07;580.07;"8313319";"IPC"
1990-08-31;580.98;580.98;580.98;580.98;"8313319";"IPC"
1990-09-03;572.87;572.87;572.87;572.87;"8313319";"IPC"
1990-09-04;561.04;561.04;561.04;561.04;"8313319";"IPC"
1990-09-05;554.39;554.39;554.39;554.39;"8313319";"IPC"
1990-09-06;556.21;556.21;556.21;556.21;"8313319";"IPC"
1990-09-07;564.26;564.26;564.26;564.26;"8313319";"IPC"
1990-09-10;570.42;570.42;570.42;570.42;"8313319";"IPC"
1990-09-11;563.96;563.96;563.96;563.96;"8313319";"IPC"
1990-09-12;566.93;566.93;566.93;566.93;"8313319";"IPC"
1990-09-13;566.08;566.08;566.08;566.08;"8313319";"IPC"
1990-09-14;563.88;563.88;563.88;563.88;"8313319";"IPC"
1990-09-17;560.42;560.42;560.42;560.42;"8313319";"IPC"
1990-09-18;558.77;558.77;558.77;558.77;"8313319";"IPC"
1990-09-19;560.44;560.44;560.44;560.44;"8313319";"IPC"
1990-09-20;558.95;558.95;558.95;558.95;"8313319";"IPC"
1990-09-21;562.93;562.93;562.93;562.93;"8313319";"IPC"
1990-09-24;552.37;552.37;552.37;552.37;"8313319";"IPC"
1990-09-25;552.95;552.95;552.95;552.95;"8313319";"IPC"
1990-09-26;545.11;545.11;545.11;545.11;"8313319";"IPC"
1990-09-27;531.23;531.23;531.23;531.23;"8313319";"IPC"
1990-09-28;522.08;522.08;522.08;522.08;"8313319";"IPC"
1990-10-01;528.65;528.65;528.65;528.65;"8313319";"IPC"
1990-10-02;539.45;539.45;539.45;539.45;"8313319";"IPC"
1990-10-03;538.84;538.84;538.84;538.84;"8313319";"IPC"
1990-10-04;539.04;539.04;539.04;539.04;"8313319";"IPC"
1990-10-05;548.15;548.15;548.15;548.15;"8313319";"IPC"
1990-10-08;564.63;564.63;564.63;564.63;"8313319";"IPC"
1990-10-09;557.22;557.22;557.22;557.22;"8313319";"IPC"
1990-10-10;556.46;556.46;556.46;556.46;"8313319";"IPC"
1990-10-11;556.19;556.19;556.19;556.19;"8313319";"IPC"
1990-10-15;567.74;567.74;567.74;567.74;"8313319";"IPC"
1990-10-16;587.34;587.34;587.34;587.34;"8313319";"IPC"
1990-10-17;593.3;593.3;593.3;593.3;"8313319";"IPC"
1990-10-18;591.44;591.44;591.44;591.44;"8313319";"IPC"
1990-10-19;596.64;596.64;596.64;596.64;"8313319";"IPC"
1990-10-22;611.16;611.16;611.16;611.16;"8313319";"IPC"
1990-10-23;616.79;616.79;616.79;616.79;"8313319";"IPC"
1990-10-24;619.3;619.3;619.3;619.3;"8313319";"IPC"
1990-10-25;616.78;616.78;616.78;616.78;"8313319";"IPC"
1990-10-26;612.69;612.69;612.69;612.69;"8313319";"IPC"
1990-10-29;619.82;619.82;619.82;619.82;"8313319";"IPC"
1990-10-30;615.28;615.28;615.28;615.28;"8313319";"IPC"
1990-10-31;611.38;611.38;611.38;611.38;"8313319";"IPC"
1990-11-05;607.33;607.33;607.33;607.33;"8313319";"IPC"
1990-11-06;590.78;590.78;590.78;590.78;"8313319";"IPC"
1990-11-07;601.41;601.41;601.41;601.41;"8313319";"IPC"
1990-11-08;595.1;595.1;595.1;595.1;"8313319";"IPC"
1990-11-09;592.79;592.79;592.79;592.79;"8313319";"IPC"
1990-11-12;597.49;597.49;597.49;597.49;"8313319";"IPC"
1990-11-13;607.62;607.62;607.62;607.62;"8313319";"IPC"
1990-11-14;614.61;614.61;614.61;614.61;"8313319";"IPC"
1990-11-15;610.48;610.48;610.48;610.48;"8313319";"IPC"
1990-11-16;611.97;611.97;611.97;611.97;"8313319";"IPC"
1990-11-19;619.07;619.07;619.07;619.07;"8313319";"IPC"
1990-11-21;624.26;624.26;624.26;624.26;"8313319";"IPC"
1990-11-22;627.39;627.39;627.39;627.39;"8313319";"IPC"
1990-11-23;631.2;631.2;631.2;631.2;"8313319";"IPC"
1990-11-26;628.87;628.87;628.87;628.87;"8313319";"IPC"
1990-11-27;628.87;628.87;628.87;628.87;"8313319";"IPC"
1990-11-28;630.72;630.72;630.72;630.72;"8313319";"IPC"
1990-11-29;627.54;627.54;627.54;627.54;"8313319";"IPC"
1990-11-30;626.71;626.71;626.71;626.71;"8313319";"IPC"
1990-12-03;626.61;626.61;626.61;626.61;"8313319";"IPC"
1990-12-04;627.68;627.68;627.68;627.68;"8313319";"IPC"
1990-12-05;642.02;642.02;642.02;642.02;"8313319";"IPC"
1990-12-06;655.58;655.58;655.58;655.58;"8313319";"IPC"
1990-12-07;654.75;654.75;654.75;654.75;"8313319";"IPC"
1990-12-10;655.43;655.43;655.43;655.43;"8313319";"IPC"
1990-12-11;656.64;656.64;656.64;656.64;"8313319";"IPC"
1990-12-13;656.71;656.71;656.71;656.71;"8313319";"IPC"
1990-12-14;648.74;648.74;648.74;648.74;"8313319";"IPC"
1990-12-17;640.42;640.42;640.42;640.42;"8313319";"IPC"
1990-12-18;638.17;638.17;638.17;638.17;"8313319";"IPC"
1990-12-19;640.64;640.64;640.64;640.64;"8313319";"IPC"
1990-12-20;630.88;630.88;630.88;630.88;"8313319";"IPC"
1990-12-21;628.72;628.72;628.72;628.72;"8313319";"IPC"
1990-12-24;625.78;625.78;625.78;625.78;"8313319";"IPC"
1990-12-26;625.07;625.07;625.07;625.07;"8313319";"IPC"
1990-12-27;628.36;628.36;628.36;628.36;"8313319";"IPC"
1990-12-28;628.79;628.79;628.79;628.79;"8313319";"IPC"
1991-01-02;625.47;625.47;625.47;625.47;"8313319";"IPC"
1991-01-03;616.19;616.19;616.19;616.19;"8313319";"IPC"
1991-01-04;622.2;622.2;622.2;622.2;"8313319";"IPC"
1991-01-07;599.21;599.21;599.21;599.21;"8313319";"IPC"
1991-01-08;599.38;599.38;599.38;599.38;"8313319";"IPC"
1991-01-09;591.21;591.21;591.21;591.21;"8313319";"IPC"
1991-01-10;587.11;587.11;587.11;587.11;"8313319";"IPC"
1991-01-11;583.5;583.5;583.5;583.5;"8313319";"IPC"
1991-01-14;567.09;567.09;567.09;567.09;"8313319";"IPC"
1991-01-15;573.23;573.23;573.23;573.23;"8313319";"IPC"
1991-01-16;569.55;569.55;569.55;569.55;"8313319";"IPC"
1991-01-17;609.02;609.02;609.02;609.02;"8313319";"IPC"
1991-01-18;605.81;605.81;605.81;605.81;"8313319";"IPC"
1991-01-21;596.07;596.07;596.07;596.07;"8313319";"IPC"
1991-01-22;589.48;589.48;589.48;589.48;"8313319";"IPC"
1991-01-23;585.21;585.21;585.21;585.21;"8313319";"IPC"
1991-01-24;594.25;594.25;594.25;594.25;"8313319";"IPC"
1991-01-25;601.99;601.99;601.99;601.99;"8313319";"IPC"
1991-01-28;613.05;613.05;613.05;613.05;"8313319";"IPC"
1991-01-29;612.68;612.68;612.68;612.68;"8313319";"IPC"
1991-01-30;619.34;619.34;619.34;619.34;"8313319";"IPC"
1991-01-31;622.99;622.99;622.99;622.99;"8313319";"IPC"
1991-02-01;620.55;620.55;620.55;620.55;"8313319";"IPC"
1991-02-04;623.86;623.86;623.86;623.86;"8313319";"IPC"
1991-02-06;635.71;635.71;635.71;635.71;"8313319";"IPC"
1991-02-07;646.14;646.14;646.14;646.14;"8313319";"IPC"
1991-02-08;647.66;647.66;647.66;647.66;"8313319";"IPC"
1991-02-11;652.23;652.23;652.23;652.23;"8313319";"IPC"
1991-02-12;650.48;650.48;650.48;650.48;"8313319";"IPC"
1991-02-13;648.63;648.63;648.63;648.63;"8313319";"IPC"
1991-02-14;653.8;653.8;653.8;653.8;"8313319";"IPC"
1991-02-15;655.49;655.49;655.49;655.49;"8313319";"IPC"
1991-02-18;660.46;660.46;660.46;660.46;"8313319";"IPC"
1991-02-19;658.41;658.41;658.41;658.41;"8313319";"IPC"
1991-02-20;650.79;650.79;650.79;650.79;"8313319";"IPC"
1991-02-21;648.75;648.75;648.75;648.75;"8313319";"IPC"
1991-02-22;654.61;654.61;654.61;654.61;"8313319";"IPC"
1991-02-25;652.34;652.34;652.34;652.34;"8313319";"IPC"
1991-02-26;650.27;650.27;650.27;650.27;"8313319";"IPC"
1991-02-27;654.47;654.47;654.47;654.47;"8313319";"IPC"
1991-02-28;659.17;659.17;659.17;659.17;"8313319";"IPC"
1991-03-01;664.69;664.69;664.69;664.69;"8313319";"IPC"
1991-03-04;674.82;674.82;674.82;674.82;"8313319";"IPC"
1991-03-05;688.23;688.23;688.23;688.23;"8313319";"IPC"
1991-03-06;701.81;701.81;701.81;701.81;"8313319";"IPC"
1991-03-07;700.39;700.39;700.39;700.39;"8313319";"IPC"
1991-03-08;716.56;716.56;716.56;716.56;"8313319";"IPC"
1991-03-11;722.14;722.14;722.14;722.14;"8313319";"IPC"
1991-03-12;719.46;719.46;719.46;719.46;"8313319";"IPC"
1991-03-13;733.69;733.69;733.69;733.69;"8313319";"IPC"
1991-03-14;747.75;747.75;747.75;747.75;"8313319";"IPC"
1991-03-15;744.29;744.29;744.29;744.29;"8313319";"IPC"
1991-03-18;749.09;749.09;749.09;749.09;"8313319";"IPC"
1991-03-19;745.61;745.61;745.61;745.61;"8313319";"IPC"
1991-03-20;763.11;763.11;763.11;763.11;"8313319";"IPC"
1991-03-22;788.73;788.73;788.73;788.73;"8313319";"IPC"
1991-03-25;798.28;798.28;798.28;798.28;"8313319";"IPC"
1991-03-26;802.66;802.66;802.66;802.66;"8313319";"IPC"
1991-03-27;803.35;803.35;803.35;803.35;"8313319";"IPC"
1991-04-01;806.54;806.54;806.54;806.54;"8313319";"IPC"
1991-04-02;825.42;825.42;825.42;825.42;"8313319";"IPC"
1991-04-03;839.5;839.5;839.5;839.5;"8313319";"IPC"
1991-04-04;844.31;844.31;844.31;844.31;"8313319";"IPC"
1991-04-05;858.48;858.48;858.48;858.48;"8313319";"IPC"
1991-04-08;856.44;856.44;856.44;856.44;"8313319";"IPC"
1991-04-09;868.51;868.51;868.51;868.51;"8313319";"IPC"
1991-04-10;874.74;874.74;874.74;874.74;"8313319";"IPC"
1991-04-11;877.41;877.41;877.41;877.41;"8313319";"IPC"
1991-04-12;886.87;886.87;886.87;886.87;"8313319";"IPC"
1991-04-15;891.31;891.31;891.31;891.31;"8313319";"IPC"
1991-04-16;910.05;910.05;910.05;910.05;"8313319";"IPC"
1991-04-17;933.57;933.57;933.57;933.57;"8313319";"IPC"
1991-04-18;946.97;946.97;946.97;946.97;"8313319";"IPC"
1991-04-19;915.56;915.56;915.56;915.56;"8313319";"IPC"
1991-04-22;883.25;883.25;883.25;883.25;"8313319";"IPC"
1991-04-23;906.78;906.78;906.78;906.78;"8313319";"IPC"
1991-04-24;926.67;926.67;926.67;926.67;"8313319";"IPC"
1991-04-25;918.15;918.15;918.15;918.15;"8313319";"IPC"
1991-04-26;916.86;916.86;916.86;916.86;"8313319";"IPC"
1991-04-29;916.66;916.66;916.66;916.66;"8313319";"IPC"
1991-04-30;901.14;901.14;901.14;901.14;"8313319";"IPC"
1991-05-02;924.74;924.74;924.74;924.74;"8313319";"IPC"
1991-05-03;926.57;926.57;926.57;926.57;"8313319";"IPC"
1991-05-06;918.72;918.72;918.72;918.72;"8313319";"IPC"
1991-05-07;930.91;930.91;930.91;930.91;"8313319";"IPC"
1991-05-08;961.87;961.87;961.87;961.87;"8313319";"IPC"
1991-05-09;993.23;993.23;993.23;993.23;"8313319";"IPC"
1991-05-10;989.84;989.84;989.84;989.84;"8313319";"IPC"
1991-05-13;1008.47;1008.47;1008.47;1008.47;"8313319";"IPC"
1991-05-14;1019.51;1019.51;1019.51;1019.51;"8313319";"IPC"
1991-05-15;1013.35;1013.35;1013.35;1013.35;"8313319";"IPC"
1991-05-16;1000.07;1000.07;1000.07;1000.07;"8313319";"IPC"
1991-05-17;1017.94;1017.94;1017.94;1017.94;"8313319";"IPC"
1991-05-20;1034.43;1034.43;1034.43;1034.43;"8313319";"IPC"
1991-05-21;1033;1033;1033;1033;"8313319";"IPC"
1991-05-22;1034.03;1034.03;1034.03;1034.03;"8313319";"IPC"
1991-05-23;1045.06;1045.06;1045.06;1045.06;"8313319";"IPC"
1991-05-24;1045.29;1045.29;1045.29;1045.29;"8313319";"IPC"
1991-05-27;1041.51;1041.51;1041.51;1041.51;"8313319";"IPC"
1991-05-28;1053.79;1053.79;1053.79;1053.79;"8313319";"IPC"
1991-05-29;1085.11;1085.11;1085.11;1085.11;"8313319";"IPC"
1991-05-30;1089.64;1089.64;1089.64;1089.64;"8313319";"IPC"
1991-05-31;1096.17;1096.17;1096.17;1096.17;"8313319";"IPC"
1991-06-03;1122.57;1122.57;1122.57;1122.57;"8313319";"IPC"
1991-06-04;1119.81;1119.81;1119.81;1119.81;"8313319";"IPC"
1991-06-05;1128.43;1128.43;1128.43;1128.43;"8313319";"IPC"
1991-06-06;1131.77;1131.77;1131.77;1131.77;"8313319";"IPC"
1991-06-07;1118.8;1118.8;1118.8;1118.8;"8313319";"IPC"
1991-06-10;1118.61;1118.61;1118.61;1118.61;"8313319";"IPC"
1991-06-11;1098.43;1098.43;1098.43;1098.43;"8313319";"IPC"
1991-06-12;1072.07;1072.07;1072.07;1072.07;"8313319";"IPC"
1991-06-13;1079.14;1079.14;1079.14;1079.14;"8313319";"IPC"
1991-06-14;1098.66;1098.66;1098.66;1098.66;"8313319";"IPC"
1991-06-17;1095.37;1095.37;1095.37;1095.37;"8313319";"IPC"
1991-06-18;1090.61;1090.61;1090.61;1090.61;"8313319";"IPC"
1991-06-19;1070.47;1070.47;1070.47;1070.47;"8313319";"IPC"
1991-06-20;1073.42;1073.42;1073.42;1073.42;"8313319";"IPC"
1991-06-21;1080.49;1080.49;1080.49;1080.49;"8313319";"IPC"
1991-06-24;1052.01;1052.01;1052.01;1052.01;"8313319";"IPC"
1991-06-25;1054.69;1054.69;1054.69;1054.69;"8313319";"IPC"
1991-06-26;1047.98;1047.98;1047.98;1047.98;"8313319";"IPC"
1991-06-27;1065.07;1065.07;1065.07;1065.07;"8313319";"IPC"
1991-06-28;1058.02;1058.02;1058.02;1058.02;"8313319";"IPC"
1991-07-01;1077.28;1077.28;1077.28;1077.28;"8313319";"IPC"
1991-07-02;1096.2;1096.2;1096.2;1096.2;"8313319";"IPC"
1991-07-03;1098.21;1098.21;1098.21;1098.21;"8313319";"IPC"
1991-07-04;1121.59;1121.59;1121.59;1121.59;"8313319";"IPC"
1991-07-05;1114.33;1114.33;1114.33;1114.33;"8313319";"IPC"
1991-07-08;1111.24;1111.24;1111.24;1111.24;"8313319";"IPC"
1991-07-09;1135.84;1135.84;1135.84;1135.84;"8313319";"IPC"
1991-07-10;1152.36;1152.36;1152.36;1152.36;"8313319";"IPC"
1991-07-11;1154.71;1154.71;1154.71;1154.71;"8313319";"IPC"
1991-07-12;1174.9;1174.9;1174.9;1174.9;"8313319";"IPC"
1991-07-15;1192.69;1192.69;1192.69;1192.69;"8313319";"IPC"
1991-07-16;1179.2;1179.2;1179.2;1179.2;"8313319";"IPC"
1991-07-17;1183.78;1183.78;1183.78;1183.78;"8313319";"IPC"
1991-07-18;1200.6;1200.6;1200.6;1200.6;"8313319";"IPC"
1991-07-19;1209.85;1209.85;1209.85;1209.85;"8313319";"IPC"
1991-07-22;1205.48;1205.48;1205.48;1205.48;"8313319";"IPC"
1991-07-23;1197.92;1197.92;1197.92;1197.92;"8313319";"IPC"
1991-07-24;1203.11;1203.11;1203.11;1203.11;"8313319";"IPC"
1991-07-25;1207.81;1207.81;1207.81;1207.81;"8313319";"IPC"
1991-07-26;1191.44;1191.44;1191.44;1191.44;"8313319";"IPC"
1991-07-29;1179.02;1179.02;1179.02;1179.02;"8313319";"IPC"
1991-07-30;1184.19;1184.19;1184.19;1184.19;"8313319";"IPC"
1991-07-31;1193.65;1193.65;1193.65;1193.65;"8313319";"IPC"
1991-08-01;1191.89;1191.89;1191.89;1191.89;"8313319";"IPC"
1991-08-02;1200.09;1200.09;1200.09;1200.09;"8313319";"IPC"
1991-08-05;1185.8;1185.8;1185.8;1185.8;"8313319";"IPC"
1991-08-06;1169.25;1169.25;1169.25;1169.25;"8313319";"IPC"
1991-08-07;1148.57;1148.57;1148.57;1148.57;"8313319";"IPC"
1991-08-08;1147.26;1147.26;1147.26;1147.26;"8313319";"IPC"
1991-08-09;1148.13;1148.13;1148.13;1148.13;"8313319";"IPC"
1991-08-12;1140.06;1140.06;1140.06;1140.06;"8313319";"IPC"
1991-08-13;1149.05;1149.05;1149.05;1149.05;"8313319";"IPC"
